0
$5 million
$5 million
$5 million
United States
United States
United Kingdom
United Kingdom
English
English
Japan
"


""Do It Now""
(1963)
""Go Now""
(1964)
""I Can't Make It (Without You Baby)""
(1967)


"
"


""Do It Now""
(1963)
""Go Now""
(1964)
""I Can't Make It (Without You Baby)""
(1967)


"
"


""Do It Now""
(1963)
""Go Now""
(1964)
""I Can't Make It (Without You Baby)""
(1967)


"
$6.4 million
"United States
Canada"
"United States
Canada"
English
English
United States
United States
"Les Romanesques
by Edmond Rostand"
English
English
"95 minutes
40 minutes (edited general release version)
67 minutes (edited video version"
"95 minutes
40 minutes (edited general release version)
67 minutes (edited video version"
"


""A Girl I Knew""
(1967)
""Born to Be Wild""
(1968)
""The Pusher""
(1968)


"
USA
USA
USA
English
English
English
English
English
English
United States
English
English
Canada
English
"United Kingdom
Belgium
Germany"
"United Kingdom
Belgium
Germany"
"United Kingdom
Belgium
Germany"
"English
Dutch"
"English
Dutch"
English
United Kingdom
25 February 1995 (1995-02-25)
25 February 1995 (1995-02-25)
United States
United States
United States
United States
United States
$28 million
English
"Canada
United States"
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
$5.3 million
$5.3 million
United Kingdom
Network Ten
Network Ten
United States
"$50,000[3][4]"
"$50,000[3][4]"
"$50,000[3][4]"
"$50,000[3][4]"
Southern Gothic
Southern Gothic
Southern Gothic
United States
United States
United States
Fox
Fox
Fox
Fox
Fox
Fox
Fox
Fox
Fox
Fox
United States
United States
United States
United States
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
134 minutes
134 minutes
134 minutes
134 minutes
134 minutes
134 minutes
$18 million
$18 million
"← Previous
""The Mom & Pop Store"""
"← Previous
""The Mom & Pop Store"""
"← Previous
""The Mom & Pop Store"""
"← Previous
""The Mom & Pop Store"""
"← Previous
""The Mom & Pop Store"""
"← Previous
""The Mom & Pop Store"""
Japan
Sweden[1]
Sweden[1]
Sweden[1]
Sweden[1]
Sweden[1]
United States
Russia
Drama
Drama
Drama
Drama
English
India
India
India
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
US
US
Japan
Japan
Japan
Japan
$20 million[1]
$20 million[1]
$20 million[1]
English
$15 million
$15 million[1]
$19 million[1]
$19 million[1]
$19 million[1]
$44 million[1]
English
$16 million
$16 million
$16 million
$16 million
$16 million
$16 million
$19 million
$19 million
$12 million
$31 million
$31 million
$5 million
English
English
English
$31 million[1]
$31 million[1]
United States
United States
$55 million[1]
English
English
English
$4 million[3]
$8 million
$8 million
$24 million
$24 million
$24 million
$24 million
$24 million
$24 million
$24 million
English
English
$39 million
$12 million
$12 million
$46 million[1]
$46 million[1]
$46 million[1]
$63 million
$63 million
$63 million
$63 million
$63 million
$63 million
$63 million
$63 million
English
English
$80 million
$80 million
$25 million
$25 million
$25 million
English
English
English
Drama
Drama
$29 million
English
English
English
English
English
English
English
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
"$25,000,000[1]"
English
English
English
"


English
French
Italian
Spanish
German


"
"


English
French
Italian
Spanish
German


"
$47 million[3]
$47 million[3]
$47 million[3]
English
English
$26 million[3]
$26 million[3]
$26 million[3]
$26 million[3]
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
$25 million
$20 million
$20 million
$20 million
$20 million
$15 million[1]
$15 million[1]
$13 million
$30 million[1]
$30 million[1]
$30 million[1]
English
English
English
English
English
English
English
$2.5 million
$2.5 million
"$6,000,000 (estimated)"
$50 million[2]
$50 million[2]
$45 million
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"


July 26, 1996 (1996-07-26)






"
"$457,000[1]"
"$457,000[1]"
$15 million
$8 million
$8 million
$8 million
$8 million
$8 million
United States[1]
United States[1]
United States[1]
$25 million[1]
$25 million[1]
English
English
$4.1 million
$4.1 million
$4.1 million
$4.1 million
English
English
$38 million[3]
$45 million[citation needed]
English
English
English
English
English
English
$26 million
$26 million
$16 million
English
English
$65 million
$45 million[1]
English
"United States
France"
English
English
$20 million[2]
$14.5 million
$14.5 million
$44 million[2]
English
United States
English
United States
United States
English
English
$35 million[2]
United States
United States
United States
English
English
$7 million[1]
$7 million[1]
USA
English
English
$8 million
English
Comedy
Comedy
$26 million[2]
$6 million
$6 million
$7.5 million[2]
$45 million
$45 million
$1 million[1]
$75 million[1][2]
$75 million[1][2]
English
"Tragedy, drama"
"Tragedy, drama"
English
English
$21.5 million
$70 million
$3 million (estimated)
$50 million
$50 million
$50 million
$50 million
$50 million
$36 million
English
English
English
$20 million
$20 million
"English
Irish"
"$1,300,000"
"$1,300,000"
"$1,300,000"
"$1,300,000"
"$1,300,000"
"$1,300,000"
$4 million
"April 27, 1994 (1994-04-27)"
English
English
English
English
English
Australia
"$250,000 (est.)"
Canada
English
English
English
English
English
English
£2.8 million[1]
"$250,000"
"$250,000"
"$250,000"
Adrienne Shelly
"


""Workin' On a Groovy Thing""
(1969)
""Wedding Bell Blues""
(1969)
""Blowing Away""
(1969)


"
English
English
United Kingdom
Australia
Australia
Australia
Australia
United Kingdom
United Kingdom
United States
United States
United States
United States
English
Canada
$4 million[1]
$4 million[1]
English
United States
France-Germany-Belgium
France-Germany-Belgium
France-Germany-Belgium
France-Germany-Belgium
Disney Channel
English
United States
United States
United States
United States
$3 million
English
English
$1.4 million
$1.4 million
English
"$25,000,000[1]"
English
English
English
English
English
English
English
English
English
English
English
English
"Spain
United States"
"Spain
United States"
"Spain
United States"
"Spain
United States"
United States
United States
United States
United Kingdom
United Kingdom
United Kingdom
United States
$10 million
$10 million
$10 million
$10 million
$10 million
CBS
CBS
CBS
CBS
United States
United States
United States
United States
United States
$7 million
Japanese
TNT
Japan
Japan
Japan
Japan
Cantonese
Cantonese
Cantonese
United States[2]
Italy
Italy
Fox
United States
United States
United States
United States
United States
United States
United States
"United States
Denmark"
"United States
Denmark"
United States
United States
United States
United States
United States
United States
United States
United States
Early January (usually after either New Year's Day or Epiphany)
United States
United States
United Kingdom
Video
Sweden
United States
United States
"United States
Canada"
1996
Netherlands
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
"France, Belgium, Tunisia"
United States
United States
NBC
US
US
"← Previous
""Walking Distance"""
"← Previous
""Walking Distance"""
"← Previous
""Walking Distance"""
United States
United States
United States
CBS
Canada
Canada
Sharpe's Siege
Sharpe's Siege
Sharpe's Siege
Sharpe's Siege
Sharpe's Siege
Sharpe's Siege
HBO
HBO
HBO
United States
India
66 min
United States
United States
United States
United States
United States
90 minutes
90 minutes
"United States
Canada"
France
France
United States
United States
United States
United States
United States
United States
"Canada
United States"
"



""Till There Was You""
(1959)
""Six Boys and Seven Girls""
(1959)


"
"



""Till There Was You""
(1959)
""Six Boys and Seven Girls""
(1959)


"
"



""Till There Was You""
(1959)
""Six Boys and Seven Girls""
(1959)


"
$28 million
$28 million
$45 million
$45 million
$45 million
$45 million
$20 million[1]
$25 million[1]
English
English
English
English
$116 million[1]
English
English
Monaural
$5 million
$16 million[1]
$16 million[1]
$16 million[1]
$16 million[1]
$16 million[1]
English
$25 million
$25 million
$25 million
$25 million
"$7,000,000"
"$7,000,000"
"$7,000,000"
$4 million
$32 million
$32 million
$32 million
$32 million
$32 million
$45 million[2]
$86 million[3]
$32 million[2]
$32 million[2]
English
English
English
English
English
$15 million
English
English
English
United States
United States
$16.5 million
$16.5 million
$16.5 million
$16.5 million
$35 million
Annual
$90 million[4][5][6][7][a]
$90 million[4][5][6][7][a]
$90 million[4][5][6][7][a]
Comedy; Drama
English
English
English
$73 million[3]
$73 million[3]
$73 million[3]
$75 million[2]
"$110 million (official)
$135–160 million (estimated)[2]"
"$110 million (official)
$135–160 million (estimated)[2]"
United States
English
English
"$4,000,000 (estimated)"
$38 million
$80 million[2]
$80 million[2]
$80 million[2]
English
English
$28 million
$28 million
$50 million
$50 million
$15 million[1]
$15 million[1]
$15 million[1]
$3 million
$3 million
"$250,000[2]"
United Kingdom
United Kingdom
United Kingdom
$18 million
$18 million
$18 million
$18 million
$18 million
$20 million
$20 million
$20 million
$20 million (estimated)
United States
United States
United States
United States
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$50 million[1]
$18 million
$2.7 million
$2.7 million
$2.7 million
"$250,000[1]"
"$250,000[1]"
$3.5 million[2]
English
$17 million[3][4]
$17 million[3][4]
$16 million
$16 million
$16 million
English
English
English
$36 million
English
English
$12 million
English
English
English
English
English
English
English
English
"Argentina
France
Germany
Netherlands
United Kingdom"
"Argentina
France
Germany
Netherlands
United Kingdom"
$15 million[2]
$15 million[2]
$15 million[2]
$15 million[2]
$30 million[1]
$30 million[1]
$30 million[1]
$48 million[1]
$48 million[1]
$48 million[1]
$20 million[2]
$60–75 million[2][3]
$60–75 million[2][3]
$5 million
$5 million
$5 million
$5 million
$35 million
$35 million
$35 million
$35 million
$35 million
United States
$24 million[3]
$24 million[3]
$24 million[3]
$24 million[3]
$24 million[3]
$24 million[3]
$24 million[3]
United Kingdom
$12 million[2]
$28 million[1]
$28 million[1]
$28 million[1]
$12 million[1]
₤2.135 million[2]
Portuguese
Portuguese
Portuguese
United Kingdom
$50 million[1]
"₤2,300,874[1]"
$5 million[2]
93 minutes
"$1,000,000"
"$1,000,000"
99 minutes
$10 million[1]
$10 million[1]
$10 million[1]
$10 million[1]
United States
United States
English
United States
United States
English
English
"$8,000,000 (Estimated)"
c. 1744
New Zealand
English
"$65,000"
English
English
Ireland
English
English
United States
France
"English, French"
United States
$20 million[2]
$1 million
$1 million
$1 million
$1 million
English
English
"








file
help


"
United States
United States
United States
United States
$25 million[4]
$25 million[4]
United States
United States
United States
United States
United States
United States
United States
United States
English
English
English
United States
"


Germany
United Kingdom
France


"
"


Germany
United Kingdom
France


"
United States
92 minutes
92 minutes
92 minutes
92 minutes
92 minutes
$11 million
$8.5 million[2]
$8.5 million[2]
$8.5 million[2]
$8.5 million[2]
$8.5 million[2]
$8.5 million[2]
English
English
English
English
Australia
Australia
United States
"""The Boxer"" (audio) on YouTube"
"""The Boxer"" (audio) on YouTube"
"""The Boxer"" (audio) on YouTube"
"""The Boxer"" (audio) on YouTube"
Showtime
$1.3 million
English
English
United States
$2.3 million[1]
$2.3 million[1]
$2.3 million[1]
$1 million
Japan
Japan
United States
United States
United States
English
English
Canada
Canada
English
English
English
English
English
English
English
English
English
English
English
English
English
ABC
"United States
Japan"
HBO
United States
United States
United Kingdom
United Kingdom
United Kingdom
"$14,000,000"
United States
United States
5 minutes
United States
United States
United States
United States
United States
United States
United States
United States
United States
TNT
TNT
TNT
TNT
United States
United States
Japanese
$20 million[1]
$20 million[1]
$20 million[1]
"


France
Belgium
United Kingdom


"
Burkina Faso
Burkina Faso
Burkina Faso
United States
United States
United States
"English, German"
"United States
Canada"
"United States
Canada"
"United States
Canada"
United States
United States
United States
United States
88 min
88 min
88 min
88 min
88 min
United States
United States
United States
United States
United States
United States
United States
Germany
Argentina
Argentina
United States
United States
Czech Republic
Czech Republic
Czech Republic
Czech Republic
Czech Republic
Czech Republic
Czech Republic
United States
United States
United States
United States
United States
CBS
CBS
CBS
NBC
Ving Rhames
Ving Rhames
United States
United States
United States
United States
Japanese
Japan
Japan
Austria
Austria
Austria
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
98 minutes
98 minutes
98 minutes
98 min
98 min
98 min
English
English
English
$10 million
$33 million
$33 million
$33 million
$11.8 million[2]
$11.8 million[2]
$15 million[1]
$15 million[1]
$15 million[1]
$70 million[1]
$36 million
$20 million[1]
$20 million[1]
$35 million[1]
"$7,300"
"$7,300"
$17 million[1]
$75 million
$15 million
$15 million
$15 million
$15 million
$15 million
$15 million
$12 million
$1.8 million
$50 million
$48 million
$48 million
$42 million[1]
$42 million[1]
$45 million[1]
English
$43 million
$50 million
$60 million[1]
"$100,000[2]"
"Canada
United States"
$40 million [1]
English
English
$10 million
$10 million
$13 million
$13 million
$13 million
$115 million[5]
$115 million[5]
$115 million[5]
$80 million[2]
$25 million[1]
English
English
English
English
English
"Joe Ruby
Ken Spears"
$115 million[2]
$12 million[1]
$15 million (estimated)
$80 million[1]
$80 million[1]
USD$6 million
USD$6 million
$3–4 million[3][4]
$50 million
$50 million
$30 million[1]
$140 million[1]
$11 million
$11 million
$11 million
$80 million[1]
$80 million[1]
$13 million
$30 million
$90 million[2]
$120 million[1]
$63 million
$35 million
United States
United States
$16 million[1]
$16 million[1]
$38 million[3]
$8 million[1]
$8 million[1]
$8 million[1]
108 min.
$3 million[1]
$100 million[1]
$25 million
$25 million
$25 million
$10 million
$10 million
English
$40 million[2]
$40 million[2]
United States
United States
$10 million[2]
$10 million[2]
$10 million[2]
"€20.9 million[3]
($20.5 million)"
$9 million
$70 million[2]
$10 million[1]
$10 million[1]
$10 million[1]
$10 million[1]
$10 million[1]
$10 million[1]
"$2,225,000[2]"
"$2,225,000[2]"
"$2,225,000[2]"
"$2,225,000[2]"
"$2,225,000[2]"
"$2,225,000[2]"
"Canada
Italy"
"Canada
Italy"
"Canada
Italy"
"Canada
Italy"
$12 million[1]
$12 million[1]
$12 million[1]
$12 million[1]
$12 million[1]
$4 million
$4 million
$25 million[1]
$25 million[1]
$7 million
$7 million
United States
United States
United States
United States
$5 million[2]
$5 million[2]
$5 million[2]
$12 million
"US$855,000[2]"
"US$855,000[2]"
$65 million[1]
$65 million[1]
$65 million[1]
$65 million[1]
$25 million[1]
$25 million[1]
116 mins
English
$7.5 million[1][2]
"United States
Canada"
"United States
Canada"
$145 million
$12.5 million
$10 million
"$125,000"
"$125,000"
English
$40 million[1][2]
$40 million[1][2]
$140 million[1]
$140 million[1]
$60 million[1]
$60 million[1]
$19 million
$19 million
$19 million
$19 million
$55 million
$60 million[2]
$30 million
$30 million
"The Flea Theater
New York City"
United States
United States
$94 million[6]
$94 million[6]
$94 million[6]
$100 million[2]
$60 million[1]
$25 million[2]
$25 million[2]
$52 million
$52 million
$52 million
$52 million
$52 million
$52 million
"France
Germany
United States"
$30 million
$30 million
93 minutes
"€ 15,700,000"
"Austria
Switzerland
Germany"
"Austria
Switzerland
Germany"
93 minutes
93 minutes
93 minutes
93 minutes
93 minutes
93 minutes
"$4,000,000"
"$4,000,000"
"$4,000,000"
"$500,000 (est.)[1]"
"$500,000 (est.)[1]"
English
$6 million (£3.7 million)
$4.5 million[1]
$4.5 million[1]
United States
"$800,000[1]"
"$800,000[1]"
"$250,000[1]"
English
English
United States
English
English
English
English
English
English
English
English
Silent
Silent
Silent
102 minutes
102 minutes
102 minutes
102 minutes
102 minutes
Australia
English
English
English
United States
United States
United States
"Canada
India"
United Kingdom
United Kingdom
United Kingdom
"French, English, Japanese"
"Persian
Pashtu
Italian
English"
104 min
"Canada
United States"
"Canada
United States"
"


Japanese
English
Mandarin[2]


"
"


Japanese
English
Mandarin[2]


"
"


Japanese
English
Mandarin[2]


"
English
English
English
English
English
English
English
2002
$55 million[1]
$55 million[1]
$55 million[1]
$55 million[1]
$55 million[1]
$55 million[1]
English
English
English
English
English
"


2002 (2002)






"
"


2002 (2002)






"
"


2002 (2002)






"
"NOK 141,000,000"
"NOK 141,000,000"
England
English
English
Italy / France / Spain / UK / Romania
Belgium
English
English
English
Verbatim theatre
United States
United States
United States
English
English
$17 million
English
English
English
$3 million
English
English
"


£5 million
($7 million)


"
"


£5 million
($7 million)


"
"


£5 million
($7 million)


"
"


£5 million
($7 million)


"
"


£5 million
($7 million)


"
"


£5 million
($7 million)


"
"United Kingdom
United States
Germany"
"United Kingdom
United States
Germany"
"United Kingdom
United States
Germany"
"United Kingdom
United States
Germany"
"United Kingdom
United States
Germany"
United States
United States
United States
English / Hindi
English / Hindi
English / Hindi
United States
United States
United States
United States
United States
"United States
Canada"
Spain
"Germany
United States"
"Germany
United States"
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
NBC
NBC
NBC
"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
Canada
United States
United States
United States
United States
United States
India
"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
Home Alone 3
English
4 minutes
"Germany, Sweden, Russia, Spain, France, Italy"
Tommie Connor
Tommie Connor
United States
United States
English
Jamaica
Jamaica
United Kingdom
United Kingdom
United Kingdom
United Kingdom
United Kingdom
United Kingdom
United Kingdom
United Kingdom
United Kingdom
China
China
Hong Kong
English
TNT[5]
The Mayfair Set (1999)
The Mayfair Set (1999)
The Mayfair Set (1999)
The Mayfair Set (1999)
€11.4 million
France
United States
United States
United States
United States
United States
United States
$5.5 million
Canada
Canada
Canada
"4 minutes, 31 seconds"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
"£3,500,000 (Estimated)"
Canada
Canada
Canada
English
English
United States
United States
United States
United States
United States
United States
United States
100 minutes
"Boo, Cobra, Coconut,[18] CoffeeScript,[19] D, F#, Falcon, Genie,[20] Go, Groovy, JavaScript,[21][22] Julia,[23] Nim, Ring,[24] Ruby,[25] Swift[26]"
United States
United States
United States
English
English
English
A Charlie Brown Valentine
A Charlie Brown Valentine
Sci Fi Channel
Sci Fi Channel
Sci Fi Channel
"


April 30, 2002 (2002-04-30)






"
"


April 30, 2002 (2002-04-30)






"
"$2,202,000 US[1]"
"$2,202,000 US[1]"
"$2,202,000 US[1]"
"$2,202,000 US[1]"
Netherlands
Netherlands
Netherlands
Netherlands
Netherlands
Netherlands
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
Danish
Danish
$30 million
$30 million
"United States
Canada"
BBC Two
₹200 — 250 million[a][b]
"2001 Off-Broadway
2002 Broadway"
"2001 Off-Broadway
2002 Broadway"
English
English
₹150 million[1]
₹150 million[1]
₹90 million[1]
₹90 million[1]
₹18 crore (US$2.7 million)[1]
India
India
₹300 million[1][2][3] ($6 million)[4]
₹300 million[1][2][3] ($6 million)[4]
United States
"ABC
Hallmark Entertainment"
NBC
NBC
NBC
NBC
NBC
English
English
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
PBS
PBS
Argentina
Argentina
United Kingdom
United Kingdom
United Kingdom
United States
"Spain, Portugal[1]"
"Spain, Portugal[1]"
"Spain, Portugal[1]"
"Spain, Portugal[1]"
$1 million[2]
$1 million[2]
$1 million[2]
$1 million[2]
$1 million[2]
United States
United States
United States
United States
English
English
$6 million[1]
$60 million[2]
$60 million[2]
$15 million
$15 million
$15 million
$15 million
$15 million
$15 million[citation needed]
$15 million[citation needed]
$15 million[citation needed]
$8 million
$8 million
United States
United States
United States
United States
$18 million
$18 million
United States
United States
$2.3 million[1]
$2.3 million[1]
$2.3 million[1]
A$10 million[1]
A$10 million[1]
A$10 million[1]
A$10 million[1]
A$10 million[1]
$27 million
$27 million
$23 million
English
English
English
English
English
English
$15 million
$24 million
$24 million
$5 million[1]
$15 million
$15 million
$60 million[1]
$60 million[1]
$8 million[2]
United States
$25 million
$25 million
English
$5 million[1]
United States
United States
$19 million
English
United Kingdom
$35 million[citation needed]
$18 million
$18 million
$18 million
$20 million
$20 million
English
English
English
English
$40 million[3]
$40 million[3]
$30 million
$30 million
$5 million
$5 million
$5 million
$30 million
$70 million
$70 million
$70 million
English
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
"United Kingdom
France"
$48 million
$48 million
$1.5 million[1]
$1.5 million[1]
$100–150 million[1]
$100–150 million[1]
$40 million
$40 million
$40 million
$23 million[2]
$95 million
English
$15 million
$15 million
$50 million
$50 million
$23 million
English
English
$26 million[2]
$26 million[2]
$1 million
$11 million
$11 million
$11 million
$11 million
$5 million[2]
$5 million[2]
$5 million[2]
$14 million
$30 million[citation needed]
US$1 million
US$1 million
US$1 million
US$1 million
"$250,000[1]"
"$250,000[1]"
"$250,000[1]"
"$250,000[1]"
"$250,000[1]"
"$250,000[1]"
$20 million[2]
$25 million
English
$30 million[1]
$30 million[1]
English
English
United States
United States
United States
$8 million[2]
$11 million
$11 million
$11 million
$42[4][5]–60[6][7][8] million
$17 million
$17 million
$17 million
United Kingdom
$60 million[2]
English
English
English
$25 million[2]
$75 million
United States
United States
English
English
English
English
English
English
English
$20 million
$20 million
$20 million
$23 million
$9 million[2]
$24 million[1]
$24 million[1]
$90 million
Drama/Script/acting
Drama/Script/acting
Drama/Script/acting
$24 million
$120 million[2]
$120 million[2]
$120 million[2]
$3 million
$90 million[2]
$15 million[1]
$15 million[1]
$30 million[2]
$30 million[2]
$30 million[2]
$30 million[2]
$30 million[2]
$70 million[2][3]
$25 million[3]
$65 million[2]
$65 million[2]
$65 million[2]
$15 million[1]
$15 million[1]
$15 million[1]
$15 million[1]
English
Dark comedy
United States
"







file
help


"
"







file
help


"
English
English
United Kingdom
English
English
"$60,000 (est)"
87 min.
"


£800,000
($1.35 million)


"
United States
$8 million (estimated)
English
"$6,000[3][4]"
$20 million[1]
English
English
"


""Leather and Lace""
(1981)
""Edge of Seventeen""
(1982)
""After the Glitter Fades""
(1982)


"
"


""Leather and Lace""
(1981)
""Edge of Seventeen""
(1982)
""After the Glitter Fades""
(1982)


"
English
Greece
Spain
Spain
$15 million[1]
$9 million
$9 million
$9 million
English
English
United Kingdom
9.140.000 €
9.140.000 €
Pop standard
Pop standard
United States
United States
United States
United States
United States
United States
United States
"ITV (Granada Television) (1964–1991, 2005–)
BBC One (1998)"
Macedonia
Macedonia
United States
United States
United States
English
English
United Kingdom[3]
English
United States
$14.5 million[2]
 United States
 United States
 United States
 United States
 United States
English
English
English
"$10,000"
"Russia
France
Italy
Czech Republic
United States"
"Russia
France
Italy
Czech Republic
United States"
"Russia
France
Italy
Czech Republic
United States"
"Russia
France
Italy
Czech Republic
United States"
"Iran
UK"
TNT
"S$500,000[1]"
TNT
TNT
TNT
TNT
TNT
United States
United States
$44 million[3][4]
$44 million[3][4]
HBO
HBO
HBO
"United States
South Korea"
HBO
Canada
Canada
United States
"United States
France"
"United States
France"
United Kingdom
United Kingdom
United States
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
"


France
United Kingdom
Finland


"
112 minutes
112 minutes
112 minutes
112 minutes
112 minutes
112 minutes
112 minutes
112 minutes
112 minutes
English
English
English
English
English
"$183,000"
"$183,000"
"Canada
United States"
English
English
English
English
"France
United Kingdom"
"France
United Kingdom"
"France
United Kingdom"
"France
United Kingdom"
"France
United Kingdom"
"France
United Kingdom"
United States
United States
United States
$15 million
$15 million
$15 million
"Ireland
United States"
CBS
Paul Zaza
Paul Zaza
United States
English
English
English
Japan
Japan
United States
United States
English
English
English
Japan
Japan
Japan
United States
United States
United States
United States[1]
English
English
English
Cantonese
United States
United States
ABC
ABC
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
$10 million
TNT
TNT
TNT
TNT
India
India
India
India
United States
United States
United States
Australia
Australia
United States
ABC
United States
United States
United States
United States
United States
United States
United States
United States
United States
United States
88 min
88 min
NBC
"BBC
Disney Channel"
"BBC
Disney Channel"
"BBC
Disney Channel"
United States
United States
United States
United States
est.₹12 Crores[1]
est.₹12 Crores[1]
est.₹12 Crores[1]
Argentina
Argentina
Hong Kong
Hong Kong
Hong Kong
FR Yugoslavia
FR Yugoslavia
FR Yugoslavia
Germany
Germany
Germany
Germany
Germany
Croatia
Croatia
Croatia
France
France
France
France
France
France
France
France
France
United States
United States
United States
United States
United States
United States
Canada
Canada
Disney Channel
Disney Channel
Disney Channel
United States
United States
United States
United States
United States
United States
Comedy
Comedy
Comedy
$80 million[2]
$80 million[2]
$31 million[1]
$31 million[1]
$31 million[1]
$31 million[1]
"

February 14
(fixed by the Western Christian Church)
July 6
